tweet_id,timestamp,text,rating_numerator,rating_denominator,name,dogtionary,client,favorite_count,retweet_count,new_name,jpg_url,confidence,group,is_dog,breed
891689557279858688,2017-07-30 15:58:51+00:00,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,13,10,Darla,,Twitter for iPhone,41115,8393,,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,0.168086,p2,True,Labrador_retriever
891689557279858688,2017-07-30 15:58:51+00:00,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,13,10,Darla,,Twitter for iPhone,41115,8393,,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,0.0408359,p3,False,spatula
891327558926688256,2017-07-29 16:00:24+00:00,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f",12,10,Franklin,,Twitter for iPhone,39330,9090,,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,0.555712,p1,True,basset
891327558926688256,2017-07-29 16:00:24+00:00,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f",12,10,Franklin,,Twitter for iPhone,39330,9090,,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,0.22577,p2,True,English_springer
891327558926688256,2017-07-29 16:00:24+00:00,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f",12,10,Franklin,,Twitter for iPhone,39330,9090,,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,0.175219,p3,True,German_short-haired_pointer
891087950875897856,2017-07-29 00:08:17+00:00,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,13,10,,,Twitter for iPhone,19765,3016,,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,0.425595,p1,True,Chesapeake_Bay_retriever
891087950875897856,2017-07-29 00:08:17+00:00,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,13,10,,,Twitter for iPhone,19765,3016,,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,0.116317,p2,True,Irish_terrier
891087950875897856,2017-07-29 00:08:17+00:00,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,13,10,,,Twitter for iPhone,19765,3016,,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,0.07690219999999999,p3,False,Indian_elephant
890971913173991426,2017-07-28 16:27:12+00:00,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl",13,10,Jax,,Twitter for iPhone,11559,1993,,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,0.34170300000000003,p1,True,Appenzeller
890971913173991426,2017-07-28 16:27:12+00:00,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl",13,10,Jax,,Twitter for iPhone,11559,1993,,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,0.199287,p2,True,Border_collie
890971913173991426,2017-07-28 16:27:12+00:00,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl",13,10,Jax,,Twitter for iPhone,11559,1993,,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,0.193548,p3,False,ice_lolly
890729181411237888,2017-07-28 00:22:40+00:00,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,13,10,,,Twitter for iPhone,63738,18307,,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,0.566142,p1,True,Pomeranian
890729181411237888,2017-07-28 00:22:40+00:00,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,13,10,,,Twitter for iPhone,63738,18307,,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,0.17840599999999998,p2,True,Eskimo_dog
890729181411237888,2017-07-28 00:22:40+00:00,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,13,10,,,Twitter for iPhone,63738,18307,,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,0.0765069,p3,True,Pembroke
890609185150312448,2017-07-27 16:25:51+00:00,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,13,10,Zoey,,Twitter for iPhone,27167,4142,,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,0.487574,p1,True,Irish_terrier
890609185150312448,2017-07-27 16:25:51+00:00,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,13,10,Zoey,,Twitter for iPhone,27167,4142,,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,0.193054,p2,True,Irish_setter
890609185150312448,2017-07-27 16:25:51+00:00,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,13,10,Zoey,,Twitter for iPhone,27167,4142,,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,0.118184,p3,True,Chesapeake_Bay_retriever
890240255349198849,2017-07-26 15:59:51+00:00,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,14,10,Cassie,doggo,Twitter for iPhone,31146,7154,,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,0.511319,p1,True,Pembroke
890240255349198849,2017-07-26 15:59:51+00:00,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,14,10,Cassie,doggo,Twitter for iPhone,31146,7154,,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,0.451038,p2,True,Cardigan
890240255349198849,2017-07-26 15:59:51+00:00,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,14,10,Cassie,doggo,Twitter for iPhone,31146,7154,,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,0.0292482,p3,True,Chihuahua
890006608113172480,2017-07-26 00:31:25+00:00,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13,10,Koda,,Twitter for iPhone,29938,7114,,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,0.957979,p1,True,Samoyed
890006608113172480,2017-07-26 00:31:25+00:00,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13,10,Koda,,Twitter for iPhone,29938,7114,,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,0.0138835,p2,True,Pomeranian
890006608113172480,2017-07-26 00:31:25+00:00,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13,10,Koda,,Twitter for iPhone,29938,7114,,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,0.00816748,p3,True,chow
889880896479866881,2017-07-25 16:11:53+00:00,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13,10,Bruno,,Twitter for iPhone,27153,4826,,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,0.377417,p1,True,French_bulldog
889880896479866881,2017-07-25 16:11:53+00:00,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13,10,Bruno,,Twitter for iPhone,27153,4826,,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,0.151317,p2,True,Labrador_retriever
889880896479866881,2017-07-25 16:11:53+00:00,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13,10,Bruno,,Twitter for iPhone,27153,4826,,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,0.0829811,p3,False,muzzle
889665388333682689,2017-07-25 01:55:32+00:00,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,10,,puppo,Twitter for iPhone,46947,9737,,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,0.966327,p1,True,Pembroke
889665388333682689,2017-07-25 01:55:32+00:00,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,10,,puppo,Twitter for iPhone,46947,9737,,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,0.0273557,p2,True,Cardigan
889665388333682689,2017-07-25 01:55:32+00:00,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,10,,puppo,Twitter for iPhone,46947,9737,,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,0.00463323,p3,True,basenji
889638837579907072,2017-07-25 00:10:02+00:00,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,10,Ted,,Twitter for iPhone,26472,4394,,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,0.99165,p1,True,French_bulldog
889638837579907072,2017-07-25 00:10:02+00:00,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,10,Ted,,Twitter for iPhone,26472,4394,,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,0.00212864,p2,True,boxer
889638837579907072,2017-07-25 00:10:02+00:00,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,10,Ted,,Twitter for iPhone,26472,4394,,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,0.00149818,p3,True,Staffordshire_bullterrier
889531135344209921,2017-07-24 17:02:04+00:00,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,10,Stuart,puppo,Twitter for iPhone,14757,2183,,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,0.953442,p1,True,golden_retriever
889531135344209921,2017-07-24 17:02:04+00:00,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,10,Stuart,puppo,Twitter for iPhone,14757,2183,,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,0.0138341,p2,True,Labrador_retriever
889531135344209921,2017-07-24 17:02:04+00:00,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,10,Stuart,puppo,Twitter for iPhone,14757,2183,,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,0.00795775,p3,True,redbone
889278841981685760,2017-07-24 00:19:32+00:00,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10,Oliver,,Twitter for iPhone,24631,5209,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,0.626152,p1,True,whippet
889278841981685760,2017-07-24 00:19:32+00:00,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10,Oliver,,Twitter for iPhone,24631,5209,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,0.194742,p2,True,borzoi
889278841981685760,2017-07-24 00:19:32+00:00,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10,Oliver,,Twitter for iPhone,24631,5209,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,0.0273507,p3,True,Saluki
888917238123831296,2017-07-23 00:22:39+00:00,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,Jim,,Twitter for iPhone,28428,4371,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,0.714719,p1,True,golden_retriever
888917238123831296,2017-07-23 00:22:39+00:00,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,Jim,,Twitter for iPhone,28428,4371,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,0.120184,p2,True,Tibetan_mastiff
888917238123831296,2017-07-23 00:22:39+00:00,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,Jim,,Twitter for iPhone,28428,4371,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,0.105506,p3,True,Labrador_retriever
888804989199671297,2017-07-22 16:56:37+00:00,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10,Zeke,,Twitter for iPhone,24944,4155,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,0.46976,p1,True,golden_retriever
888804989199671297,2017-07-22 16:56:37+00:00,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10,Zeke,,Twitter for iPhone,24944,4155,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,0.184172,p2,True,Labrador_retriever
888804989199671297,2017-07-22 16:56:37+00:00,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10,Zeke,,Twitter for iPhone,24944,4155,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,0.0734817,p3,True,English_setter
888554962724278272,2017-07-22 00:23:06+00:00,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,Ralphus,,Twitter for iPhone,19358,3434,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,0.700377,p1,True,Siberian_husky
888554962724278272,2017-07-22 00:23:06+00:00,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,Ralphus,,Twitter for iPhone,19358,3434,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,0.166511,p2,True,Eskimo_dog
888554962724278272,2017-07-22 00:23:06+00:00,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,Ralphus,,Twitter for iPhone,19358,3434,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,0.111411,p3,True,malamute
888078434458587136,2017-07-20 16:49:33+00:00,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,,Twitter for iPhone,21238,3387,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,0.995026,p1,True,French_bulldog
888078434458587136,2017-07-20 16:49:33+00:00,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,,Twitter for iPhone,21238,3387,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,0.000931908,p2,True,pug
888078434458587136,2017-07-20 16:49:33+00:00,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,,Twitter for iPhone,21238,3387,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,0.000903211,p3,True,bull_mastiff
887705289381826560,2017-07-19 16:06:48+00:00,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,,Twitter for iPhone,29475,5222,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,0.821664,p1,True,basset
887705289381826560,2017-07-19 16:06:48+00:00,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,,Twitter for iPhone,29475,5222,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,0.0875815,p2,True,redbone
887705289381826560,2017-07-19 16:06:48+00:00,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,,Twitter for iPhone,29475,5222,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,0.026236400000000003,p3,True,Weimaraner
887517139158093824,2017-07-19 03:39:09+00:00,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,10,,,Twitter for iPhone,45164,11357,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,0.130432,p1,False,limousine
887517139158093824,2017-07-19 03:39:09+00:00,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,10,,,Twitter for iPhone,45164,11357,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,0.0291754,p2,False,tow_truck
887517139158093824,2017-07-19 03:39:09+00:00,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,10,,,Twitter for iPhone,45164,11357,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,0.0263208,p3,False,shopping_cart
887473957103951883,2017-07-19 00:47:34+00:00,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,,Twitter for iPhone,67328,17633,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,0.809197,p1,True,Pembroke
887473957103951883,2017-07-19 00:47:34+00:00,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,,Twitter for iPhone,67328,17633,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,0.05495,p2,True,Rhodesian_ridgeback
887473957103951883,2017-07-19 00:47:34+00:00,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,,Twitter for iPhone,67328,17633,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,0.0389148,p3,True,beagle
887343217045368832,2017-07-18 16:08:03+00:00,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,,,Twitter for iPhone,32874,10118,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,0.330741,p1,True,Mexican_hairless
887343217045368832,2017-07-18 16:08:03+00:00,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,,,Twitter for iPhone,32874,10118,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,0.275645,p2,False,sea_lion
887343217045368832,2017-07-18 16:08:03+00:00,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,,,Twitter for iPhone,32874,10118,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,0.134203,p3,True,Weimaraner
887101392804085760,2017-07-18 00:07:08+00:00,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,,,Twitter for iPhone,29842,5786,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,0.733942,p1,True,Samoyed
887101392804085760,2017-07-18 00:07:08+00:00,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,,,Twitter for iPhone,29842,5786,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,0.0350295,p2,True,Eskimo_dog
887101392804085760,2017-07-18 00:07:08+00:00,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,,,Twitter for iPhone,29842,5786,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,0.029704700000000007,p3,True,Staffordshire_bullterrier
886983233522544640,2017-07-17 16:17:36+00:00,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,,Twitter for iPhone,34285,7536,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,0.793469,p1,True,Chihuahua
886983233522544640,2017-07-17 16:17:36+00:00,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,,Twitter for iPhone,34285,7536,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,0.143528,p2,True,toy_terrier
886983233522544640,2017-07-17 16:17:36+00:00,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,,Twitter for iPhone,34285,7536,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,0.0322529,p3,False,can_opener
886736880519319552,2017-07-16 23:58:41+00:00,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,,Twitter for iPhone,11762,3177,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,0.309706,p1,True,kuvasz
886736880519319552,2017-07-16 23:58:41+00:00,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,,Twitter for iPhone,11762,3177,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,0.186136,p2,True,Great_Pyrenees
886736880519319552,2017-07-16 23:58:41+00:00,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,,Twitter for iPhone,11762,3177,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,0.08634630000000001,p3,True,Dandie_Dinmont
886680336477933568,2017-07-16 20:14:00+00:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10,Derek,,Twitter for iPhone,21909,4328,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,0.738995,p1,False,convertible
886680336477933568,2017-07-16 20:14:00+00:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10,Derek,,Twitter for iPhone,21909,4328,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,0.139952,p2,False,sports_car
